lesson_id,course_id,lesson_title,content,created_at
931,72,Lesson 931,Lesson content,2024-01-22T18:24:05
932,173,Lesson 932,Lesson content,2024-12-18T19:20:21
933,137,Lesson 933,Lesson content,2024-09-15T22:42:47
934,126,Lesson 934,Lesson content,2024-05-20T05:22:06
935,193,Lesson 935,Lesson content,2024-06-03T09:30:32
936,77,Lesson 936,Lesson content,2024-02-27T10:57:21
937,50,Lesson 937,Lesson content,2024-10-05T01:15:57
938,32,Lesson 938,Lesson content,2024-11-27T14:01:50
939,98,Lesson 939,Lesson content,2024-06-15T01:53:53
940,43,Lesson 940,Lesson content,2024-05-23T13:12:03
941,125,Lesson 941,Lesson content,2024-05-29T22:49:49
942,95,Lesson 942,Lesson content,2024-05-24T19:02:17
943,78,Lesson 943,Lesson content,2024-01-05T17:37:35
944,54,Lesson 944,Lesson content,2024-04-20T13:08:01
945,47,Lesson 945,Lesson content,2024-05-13T22:53:21
946,14,Lesson 946,Lesson content,2024-05-16T10:51:58
947,176,Lesson 947,Lesson content,2024-04-29T15:33:48
948,55,Lesson 948,Lesson content,2024-06-22T01:04:10
949,157,Lesson 949,Lesson content,2024-12-05T13:04:58
950,175,Lesson 950,Lesson content,2024-08-05T21:12:24
951,63,Lesson 951,Lesson content,2024-02-04T00:28:42
952,19,Lesson 952,Lesson content,2024-03-24T18:25:28
953,91,Lesson 953,Lesson content,2024-10-09T16:05:05
954,137,Lesson 954,Lesson content,2024-12-10T18:56:28
955,101,Lesson 955,Lesson content,2024-06-21T12:26:01
956,37,Lesson 956,Lesson content,2024-10-14T23:32:19
957,107,Lesson 957,Lesson content,2024-06-10T09:45:49
958,92,Lesson 958,Lesson content,2024-11-08T02:53:30
959,52,Lesson 959,Lesson content,2024-06-20T20:26:22
960,185,Lesson 960,Lesson content,2024-04-22T02:15:50
961,28,Lesson 961,Lesson content,2024-03-04T14:38:11
962,36,Lesson 962,Lesson content,2024-11-08T21:24:52
963,116,Lesson 963,Lesson content,2024-10-09T17:27:28
964,64,Lesson 964,Lesson content,2024-12-14T15:23:25
965,18,Lesson 965,Lesson content,2024-06-13T14:24:08
966,89,Lesson 966,Lesson content,2024-10-09T23:05:44
967,163,Lesson 967,Lesson content,2024-12-14T03:19:20
968,196,Lesson 968,Lesson content,2024-06-09T20:33:57
969,78,Lesson 969,Lesson content,2024-02-24T04:51:54
970,167,Lesson 970,Lesson content,2024-11-20T11:31:54
971,90,Lesson 971,Lesson content,2024-08-16T00:54:53
972,8,Lesson 972,Lesson content,2024-08-20T05:09:53
973,15,Lesson 973,Lesson content,2024-02-03T10:18:17
974,7,Lesson 974,Lesson content,2024-02-25T18:48:54
975,17,Lesson 975,Lesson content,2024-03-21T16:41:07
976,86,Lesson 976,Lesson content,2024-04-27T18:19:08
977,118,Lesson 977,Lesson content,2024-07-03T07:42:53
978,64,Lesson 978,Lesson content,2024-12-02T21:55:36
979,12,Lesson 979,Lesson content,2024-07-23T00:09:38
980,56,Lesson 980,Lesson content,2024-05-10T06:18:38
981,174,Lesson 981,Lesson content,2024-01-26T16:14:37
982,175,Lesson 982,Lesson content,2024-12-28T09:36:58
983,101,Lesson 983,Lesson content,2024-08-17T09:31:34
984,16,Lesson 984,Lesson content,2024-10-20T15:29:37
985,197,Lesson 985,Lesson content,2024-05-25T22:27:09
986,2,Lesson 986,Lesson content,2024-02-04T08:23:51
987,128,Lesson 987,Lesson content,2024-01-03T13:41:32
988,92,Lesson 988,Lesson content,2024-06-08T00:26:59
989,105,Lesson 989,Lesson content,2024-09-05T02:06:12
990,182,Lesson 990,Lesson content,2024-12-21T02:55:24
991,155,Lesson 991,Lesson content,2024-04-16T03:36:34
992,31,Lesson 992,Lesson content,2024-06-09T23:33:02
993,169,Lesson 993,Lesson content,2024-03-08T22:07:15
994,164,Lesson 994,Lesson content,2024-08-03T20:33:37
995,47,Lesson 995,Lesson content,2024-06-28T11:16:12
996,43,Lesson 996,Lesson content,2024-10-02T19:58:54
997,65,Lesson 997,Lesson content,2024-08-08T13:21:49
998,50,Lesson 998,Lesson content,2024-10-20T07:22:54
999,1,Lesson 999,Lesson content,2024-12-21T07:13:34
1000,200,Lesson 1000,Lesson content,2024-02-23T04:15:09
1001,185,Lesson 1001,Lesson content,2024-03-18T09:12:54
1002,144,Lesson 1002,Lesson content,2024-03-13T05:42:19
1003,122,Lesson 1003,Lesson content,2024-11-19T05:26:47
1004,28,Lesson 1004,Lesson content,2024-05-28T06:20:59
1005,86,Lesson 1005,Lesson content,2024-04-22T09:59:32
1006,82,Lesson 1006,Lesson content,2024-08-03T02:24:50
1007,22,Lesson 1007,Lesson content,2024-07-09T12:35:21
1008,41,Lesson 1008,Lesson content,2024-01-17T09:38:21
1009,76,Lesson 1009,Lesson content,2024-11-15T13:02:40
1010,147,Lesson 1010,Lesson content,2024-11-16T21:11:32
1011,89,Lesson 1011,Lesson content,2024-04-27T06:46:40
1012,178,Lesson 1012,Lesson content,2024-11-20T02:53:52
1013,59,Lesson 1013,Lesson content,2024-08-15T06:32:10
1014,69,Lesson 1014,Lesson content,2024-04-28T00:41:14
1015,162,Lesson 1015,Lesson content,2024-07-10T21:21:01
1016,167,Lesson 1016,Lesson content,2024-08-05T04:52:38
1017,123,Lesson 1017,Lesson content,2024-10-14T07:57:28
1018,74,Lesson 1018,Lesson content,2024-06-28T23:41:03
1019,7,Lesson 1019,Lesson content,2024-03-28T04:40:48
1020,101,Lesson 1020,Lesson content,2024-01-11T10:10:01
1021,111,Lesson 1021,Lesson content,2024-11-03T06:42:02
1022,180,Lesson 1022,Lesson content,2024-01-01T22:48:16
1023,188,Lesson 1023,Lesson content,2024-02-29T19:36:26
1024,52,Lesson 1024,Lesson content,2024-04-12T00:19:38
1025,24,Lesson 1025,Lesson content,2024-04-26T13:46:53
1026,26,Lesson 1026,Lesson content,2024-09-05T18:24:26
1027,125,Lesson 1027,Lesson content,2024-11-19T23:42:32
1028,90,Lesson 1028,Lesson content,2024-09-04T05:10:37
1029,122,Lesson 1029,Lesson content,2024-07-02T12:24:10
1030,10,Lesson 1030,Lesson content,2024-02-18T05:24:46
1031,17,Lesson 1031,Lesson content,2024-09-10T21:58:42
1032,2,Lesson 1032,Lesson content,2024-09-15T14:45:47
1033,112,Lesson 1033,Lesson content,2024-12-12T16:26:29
1034,27,Lesson 1034,Lesson content,2024-04-21T17:27:22
1035,71,Lesson 1035,Lesson content,2024-06-11T00:10:58
1036,176,Lesson 1036,Lesson content,2024-03-10T15:52:15
1037,118,Lesson 1037,Lesson content,2024-07-10T00:42:52
1038,9,Lesson 1038,Lesson content,2024-12-18T03:55:30
1039,86,Lesson 1039,Lesson content,2024-09-24T03:09:47
1040,23,Lesson 1040,Lesson content,2024-09-07T09:50:22
1041,199,Lesson 1041,Lesson content,2024-04-05T01:14:16
1042,73,Lesson 1042,Lesson content,2024-01-12T01:06:14
1043,27,Lesson 1043,Lesson content,2024-02-16T08:27:57
1044,93,Lesson 1044,Lesson content,2024-10-23T23:41:30
1045,81,Lesson 1045,Lesson content,2024-04-17T15:51:00
1046,84,Lesson 1046,Lesson content,2024-07-10T11:33:40
1047,199,Lesson 1047,Lesson content,2024-01-26T21:55:13
1048,43,Lesson 1048,Lesson content,2024-08-20T14:04:18
1049,7,Lesson 1049,Lesson content,2024-10-16T13:10:29
1050,92,Lesson 1050,Lesson content,2024-05-20T11:50:34
1051,83,Lesson 1051,Lesson content,2024-08-13T15:55:31
1052,191,Lesson 1052,Lesson content,2024-07-05T14:27:11
1053,84,Lesson 1053,Lesson content,2024-08-07T15:32:14
1054,44,Lesson 1054,Lesson content,2024-06-18T08:27:11
1055,167,Lesson 1055,Lesson content,2024-12-03T05:34:14
1056,40,Lesson 1056,Lesson content,2024-04-10T03:54:35
1057,135,Lesson 1057,Lesson content,2024-08-31T21:20:50
1058,198,Lesson 1058,Lesson content,2024-09-23T09:10:15
1059,25,Lesson 1059,Lesson content,2024-07-03T21:01:15
1060,59,Lesson 1060,Lesson content,2024-09-26T14:49:59
1061,141,Lesson 1061,Lesson content,2024-11-13T18:55:47
1062,103,Lesson 1062,Lesson content,2024-02-16T10:36:02
1063,86,Lesson 1063,Lesson content,2024-05-24T22:29:48
1064,112,Lesson 1064,Lesson content,2024-07-18T01:05:14
1065,86,Lesson 1065,Lesson content,2024-10-11T15:39:24
1066,98,Lesson 1066,Lesson content,2024-08-11T09:50:46
1067,62,Lesson 1067,Lesson content,2024-01-07T19:31:55
1068,8,Lesson 1068,Lesson content,2024-11-24T06:34:52
1069,113,Lesson 1069,Lesson content,2024-04-10T19:03:42
1070,173,Lesson 1070,Lesson content,2024-03-04T05:50:46
1071,146,Lesson 1071,Lesson content,2024-08-13T21:24:46
1072,60,Lesson 1072,Lesson content,2024-01-23T17:21:23
1073,60,Lesson 1073,Lesson content,2024-02-26T18:05:48
1074,106,Lesson 1074,Lesson content,2024-05-04T03:38:38
1075,2,Lesson 1075,Lesson content,2024-06-28T01:14:28
1076,194,Lesson 1076,Lesson content,2024-12-07T02:30:36
1077,91,Lesson 1077,Lesson content,2024-09-26T05:51:58
1078,14,Lesson 1078,Lesson content,2024-02-22T14:55:38
1079,48,Lesson 1079,Lesson content,2024-05-18T19:04:26
1080,103,Lesson 1080,Lesson content,2024-03-04T10:08:55
1081,56,Lesson 1081,Lesson content,2024-01-21T12:57:17
1082,12,Lesson 1082,Lesson content,2024-04-15T21:28:18
1083,55,Lesson 1083,Lesson content,2024-05-20T06:17:14
1084,156,Lesson 1084,Lesson content,2024-06-11T22:09:14
1085,110,Lesson 1085,Lesson content,2024-09-04T02:15:11
1086,4,Lesson 1086,Lesson content,2024-12-20T05:25:52
1087,36,Lesson 1087,Lesson content,2024-05-18T06:00:51
1088,178,Lesson 1088,Lesson content,2024-01-19T22:03:20
1089,131,Lesson 1089,Lesson content,2024-04-22T13:39:20
1090,1,Lesson 1090,Lesson content,2024-04-23T06:30:23
1091,17,Lesson 1091,Lesson content,2024-07-24T16:20:40
1092,199,Lesson 1092,Lesson content,2024-09-05T03:24:47
1093,62,Lesson 1093,Lesson content,2024-12-29T15:06:25
1094,48,Lesson 1094,Lesson content,2024-01-30T20:04:35
1095,62,Lesson 1095,Lesson content,2024-07-18T13:34:58
1096,69,Lesson 1096,Lesson content,2024-03-16T06:29:06
1097,147,Lesson 1097,Lesson content,2024-10-24T15:45:40
1098,103,Lesson 1098,Lesson content,2024-08-31T21:39:48
1099,110,Lesson 1099,Lesson content,2024-03-12T03:59:25
1100,162,Lesson 1100,Lesson content,2024-10-23T23:25:17
1101,177,Lesson 1101,Lesson content,2024-02-06T16:53:04
1102,175,Lesson 1102,Lesson content,2024-08-20T12:52:15
1103,91,Lesson 1103,Lesson content,2024-10-19T07:00:22
1104,114,Lesson 1104,Lesson content,2024-03-05T21:49:10
1105,178,Lesson 1105,Lesson content,2024-07-30T03:45:58
1106,89,Lesson 1106,Lesson content,2024-05-05T06:54:49
1107,154,Lesson 1107,Lesson content,2024-12-04T19:45:33
1108,56,Lesson 1108,Lesson content,2024-05-02T19:17:41
1109,78,Lesson 1109,Lesson content,2024-11-17T02:32:22
1110,14,Lesson 1110,Lesson content,2024-11-24T03:55:23
1111,25,Lesson 1111,Lesson content,2024-09-23T00:21:23
1112,132,Lesson 1112,Lesson content,2024-11-06T15:23:45
1113,32,Lesson 1113,Lesson content,2024-04-26T22:11:50
1114,82,Lesson 1114,Lesson content,2024-04-15T10:10:51
1115,78,Lesson 1115,Lesson content,2024-09-23T04:47:54
1116,193,Lesson 1116,Lesson content,2024-09-28T01:31:43
1117,106,Lesson 1117,Lesson content,2024-09-24T07:51:20
1118,189,Lesson 1118,Lesson content,2024-05-20T18:57:22
1119,20,Lesson 1119,Lesson content,2024-02-07T05:13:55
1120,74,Lesson 1120,Lesson content,2024-07-26T13:09:30
1121,10,Lesson 1121,Lesson content,2024-08-13T06:25:35
1122,123,Lesson 1122,Lesson content,2024-05-16T13:25:23
1123,34,Lesson 1123,Lesson content,2024-11-15T17:51:01
1124,189,Lesson 1124,Lesson content,2024-02-25T19:32:39
1125,155,Lesson 1125,Lesson content,2024-01-06T00:12:53
1126,40,Lesson 1126,Lesson content,2024-02-23T04:27:40
1127,193,Lesson 1127,Lesson content,2024-07-20T05:42:05
1128,127,Lesson 1128,Lesson content,2024-04-19T07:00:13
1129,33,Lesson 1129,Lesson content,2024-05-24T20:44:39
1130,196,Lesson 1130,Lesson content,2024-10-29T11:00:54
1131,71,Lesson 1131,Lesson content,2024-07-07T07:35:11
1132,137,Lesson 1132,Lesson content,2024-06-09T00:04:01
1133,144,Lesson 1133,Lesson content,2024-05-12T03:56:52
1134,133,Lesson 1134,Lesson content,2024-12-23T15:28:43
1135,98,Lesson 1135,Lesson content,2024-12-19T17:09:33
1136,124,Lesson 1136,Lesson content,2024-03-04T07:32:30
1137,151,Lesson 1137,Lesson content,2024-02-09T18:36:13
1138,43,Lesson 1138,Lesson content,2024-03-25T14:45:12
1139,114,Lesson 1139,Lesson content,2024-03-01T00:33:22
1140,89,Lesson 1140,Lesson content,2024-07-14T11:52:07
1141,185,Lesson 1141,Lesson content,2024-03-26T20:55:37
1142,179,Lesson 1142,Lesson content,2024-11-18T22:49:38
1143,13,Lesson 1143,Lesson content,2024-03-14T04:10:18
1144,128,Lesson 1144,Lesson content,2024-11-04T18:55:54
1145,152,Lesson 1145,Lesson content,2024-12-14T09:10:29
1146,139,Lesson 1146,Lesson content,2024-08-04T23:02:38
1147,52,Lesson 1147,Lesson content,2024-08-26T05:34:00
1148,17,Lesson 1148,Lesson content,2024-09-24T20:01:48
1149,165,Lesson 1149,Lesson content,2024-11-18T21:21:37
1150,13,Lesson 1150,Lesson content,2024-07-23T03:26:21
1151,190,Lesson 1151,Lesson content,2024-11-24T13:56:29
1152,84,Lesson 1152,Lesson content,2024-07-25T15:29:27
1153,97,Lesson 1153,Lesson content,2024-10-03T17:25:14
1154,106,Lesson 1154,Lesson content,2024-08-02T00:44:37
1155,96,Lesson 1155,Lesson content,2024-09-29T17:34:59
1156,8,Lesson 1156,Lesson content,2024-10-20T17:17:23
1157,56,Lesson 1157,Lesson content,2024-11-07T16:35:25
1158,104,Lesson 1158,Lesson content,2024-02-14T06:14:49
1159,83,Lesson 1159,Lesson content,2024-06-11T01:56:56
1160,198,Lesson 1160,Lesson content,2024-06-27T20:05:25
1161,44,Lesson 1161,Lesson content,2024-12-21T18:01:45
1162,188,Lesson 1162,Lesson content,2024-01-30T16:06:09
1163,103,Lesson 1163,Lesson content,2024-02-15T06:28:14
1164,112,Lesson 1164,Lesson content,2024-11-14T00:11:10
1165,169,Lesson 1165,Lesson content,2024-02-20T23:10:20
1166,149,Lesson 1166,Lesson content,2024-12-24T14:48:09
1167,42,Lesson 1167,Lesson content,2024-01-07T17:59:15
1168,157,Lesson 1168,Lesson content,2024-07-05T05:26:01
1169,193,Lesson 1169,Lesson content,2024-05-15T05:33:05
1170,145,Lesson 1170,Lesson content,2024-05-01T00:04:30
1171,30,Lesson 1171,Lesson content,2024-09-25T09:03:33
1172,26,Lesson 1172,Lesson content,2024-05-20T19:23:02
1173,181,Lesson 1173,Lesson content,2024-02-23T23:42:15
1174,125,Lesson 1174,Lesson content,2024-11-13T07:21:09
1175,19,Lesson 1175,Lesson content,2024-06-20T15:09:35
1176,53,Lesson 1176,Lesson content,2024-12-11T12:51:03
1177,85,Lesson 1177,Lesson content,2024-08-20T02:29:20
1178,17,Lesson 1178,Lesson content,2024-07-22T03:50:31
1179,174,Lesson 1179,Lesson content,2024-10-23T13:10:13
1180,104,Lesson 1180,Lesson content,2024-05-12T20:05:30
1181,181,Lesson 1181,Lesson content,2024-03-07T21:05:13
1182,105,Lesson 1182,Lesson content,2024-10-02T16:41:59
1183,104,Lesson 1183,Lesson content,2024-04-28T07:51:47
1184,192,Lesson 1184,Lesson content,2024-01-12T04:03:29
1185,173,Lesson 1185,Lesson content,2024-10-16T02:52:19
1186,177,Lesson 1186,Lesson content,2024-11-12T08:22:51
1187,147,Lesson 1187,Lesson content,2024-02-16T01:24:11
1188,124,Lesson 1188,Lesson content,2024-03-27T08:31:31
1189,199,Lesson 1189,Lesson content,2024-02-19T23:42:21
1190,81,Lesson 1190,Lesson content,2024-11-28T18:05:47
1191,193,Lesson 1191,Lesson content,2024-09-26T14:49:31
1192,37,Lesson 1192,Lesson content,2024-02-25T06:53:06
1193,121,Lesson 1193,Lesson content,2024-09-24T05:03:51
1194,70,Lesson 1194,Lesson content,2024-03-28T23:49:36
1195,154,Lesson 1195,Lesson content,2024-04-29T09:26:22
1196,130,Lesson 1196,Lesson content,2024-02-18T16:17:32
1197,59,Lesson 1197,Lesson content,2024-03-22T11:51:35
1198,118,Lesson 1198,Lesson content,2024-02-20T13:43:19
1199,133,Lesson 1199,Lesson content,2024-01-31T12:39:04
1200,37,Lesson 1200,Lesson content,2024-06-13T23:28:12
1201,31,Lesson 1201,Lesson content,2024-09-25T06:53:30
1202,99,Lesson 1202,Lesson content,2024-10-23T07:53:46
1203,94,Lesson 1203,Lesson content,2024-10-31T11:41:12
1204,176,Lesson 1204,Lesson content,2024-02-13T09:19:34
1205,6,Lesson 1205,Lesson content,2024-01-31T04:32:43
1206,15,Lesson 1206,Lesson content,2024-01-08T07:17:18
1207,143,Lesson 1207,Lesson content,2024-10-27T20:39:20
1208,189,Lesson 1208,Lesson content,2024-07-07T01:34:57
1209,16,Lesson 1209,Lesson content,2024-10-21T02:51:53
1210,20,Lesson 1210,Lesson content,2024-06-16T11:31:04
1211,77,Lesson 1211,Lesson content,2024-01-17T12:17:11
1212,44,Lesson 1212,Lesson content,2024-03-17T06:07:26
1213,170,Lesson 1213,Lesson content,2024-02-11T20:55:51
1214,46,Lesson 1214,Lesson content,2024-01-13T17:39:00
1215,95,Lesson 1215,Lesson content,2024-11-03T23:48:36
1216,162,Lesson 1216,Lesson content,2024-09-13T05:40:39
1217,64,Lesson 1217,Lesson content,2024-07-18T09:58:22
1218,157,Lesson 1218,Lesson content,2024-08-18T08:48:09
1219,131,Lesson 1219,Lesson content,2024-01-24T00:23:31
1220,9,Lesson 1220,Lesson content,2024-07-01T04:09:51
1221,153,Lesson 1221,Lesson content,2024-02-16T04:26:07
1222,42,Lesson 1222,Lesson content,2024-12-18T20:06:24
1223,174,Lesson 1223,Lesson content,2024-04-08T06:14:49
1224,73,Lesson 1224,Lesson content,2024-01-17T19:24:46
1225,84,Lesson 1225,Lesson content,2024-01-26T17:28:12
1226,59,Lesson 1226,Lesson content,2024-04-27T03:32:33
1227,21,Lesson 1227,Lesson content,2024-09-16T06:21:23
1228,150,Lesson 1228,Lesson content,2024-01-04T23:44:44
1229,157,Lesson 1229,Lesson content,2024-10-20T00:55:05
1230,63,Lesson 1230,Lesson content,2024-02-07T11:28:43
1231,73,Lesson 1231,Lesson content,2024-10-30T20:13:28
1232,61,Lesson 1232,Lesson content,2024-02-18T01:50:22
1233,64,Lesson 1233,Lesson content,2024-12-23T07:56:08
1234,69,Lesson 1234,Lesson content,2024-08-21T17:06:27
1235,168,Lesson 1235,Lesson content,2024-03-20T18:28:40
1236,129,Lesson 1236,Lesson content,2024-08-16T04:51:26
1237,106,Lesson 1237,Lesson content,2024-12-15T23:33:30
1238,65,Lesson 1238,Lesson content,2024-03-18T16:21:46
1239,122,Lesson 1239,Lesson content,2024-03-12T18:17:29
1240,62,Lesson 1240,Lesson content,2024-09-17T10:27:03
1241,182,Lesson 1241,Lesson content,2024-05-16T12:31:52
1242,103,Lesson 1242,Lesson content,2024-01-12T08:42:53
1243,60,Lesson 1243,Lesson content,2024-02-05T06:07:28
1244,46,Lesson 1244,Lesson content,2024-02-26T12:41:21
1245,5,Lesson 1245,Lesson content,2024-11-24T12:00:02
1246,113,Lesson 1246,Lesson content,2024-10-16T19:04:10
1247,150,Lesson 1247,Lesson content,2024-04-17T17:19:42
1248,181,Lesson 1248,Lesson content,2024-08-13T03:40:27
1249,70,Lesson 1249,Lesson content,2024-05-15T02:04:17
1250,160,Lesson 1250,Lesson content,2024-05-16T18:46:20
1251,11,Lesson 1251,Lesson content,2024-03-03T08:30:10
1252,138,Lesson 1252,Lesson content,2024-11-28T02:27:52
1253,167,Lesson 1253,Lesson content,2024-07-13T10:15:03
1254,98,Lesson 1254,Lesson content,2024-10-30T05:36:12
1255,31,Lesson 1255,Lesson content,2024-10-09T22:36:58
1256,12,Lesson 1256,Lesson content,2024-08-26T01:10:04
1257,108,Lesson 1257,Lesson content,2024-04-03T21:56:57
1258,80,Lesson 1258,Lesson content,2024-07-15T02:05:42
1259,166,Lesson 1259,Lesson content,2024-08-09T10:58:43
1260,67,Lesson 1260,Lesson content,2024-01-27T12:56:50
1261,194,Lesson 1261,Lesson content,2024-02-08T11:43:54
1262,52,Lesson 1262,Lesson content,2024-11-14T07:05:59
1263,133,Lesson 1263,Lesson content,2024-08-12T12:35:47
1264,139,Lesson 1264,Lesson content,2024-10-23T09:57:00
1265,25,Lesson 1265,Lesson content,2024-01-06T10:20:35
1266,35,Lesson 1266,Lesson content,2024-07-24T09:08:03
1267,163,Lesson 1267,Lesson content,2024-03-25T06:34:07
1268,22,Lesson 1268,Lesson content,2024-10-04T23:50:52
1269,165,Lesson 1269,Lesson content,2024-03-15T09:21:08
1270,183,Lesson 1270,Lesson content,2024-04-19T11:05:44
1271,96,Lesson 1271,Lesson content,2024-03-07T17:02:40
1272,117,Lesson 1272,Lesson content,2024-12-16T04:04:58
1273,200,Lesson 1273,Lesson content,2024-10-19T19:57:21
1274,192,Lesson 1274,Lesson content,2024-07-27T14:22:54
1275,20,Lesson 1275,Lesson content,2024-01-02T16:20:54
1276,106,Lesson 1276,Lesson content,2024-10-08T16:44:45
1277,4,Lesson 1277,Lesson content,2024-02-08T07:49:03
1278,18,Lesson 1278,Lesson content,2024-12-24T22:28:03
1279,51,Lesson 1279,Lesson content,2024-03-24T02:46:04
1280,196,Lesson 1280,Lesson content,2024-12-23T11:28:08
1281,20,Lesson 1281,Lesson content,2024-07-14T19:26:25
1282,122,Lesson 1282,Lesson content,2024-11-26T14:39:40
1283,137,Lesson 1283,Lesson content,2024-10-01T20:45:53
1284,80,Lesson 1284,Lesson content,2024-07-03T08:40:09
1285,154,Lesson 1285,Lesson content,2024-05-22T07:40:58
1286,102,Lesson 1286,Lesson content,2024-09-28T03:04:13
1287,25,Lesson 1287,Lesson content,2024-08-16T21:25:30
1288,196,Lesson 1288,Lesson content,2024-03-12T21:29:50
1289,169,Lesson 1289,Lesson content,2024-06-19T17:58:57
1290,59,Lesson 1290,Lesson content,2024-09-18T13:42:52
1291,45,Lesson 1291,Lesson content,2024-02-11T16:20:12
1292,41,Lesson 1292,Lesson content,2024-03-11T05:37:49
1293,38,Lesson 1293,Lesson content,2024-11-20T04:21:38
1294,117,Lesson 1294,Lesson content,2024-05-17T19:11:02
1295,19,Lesson 1295,Lesson content,2024-05-27T10:16:07
1296,14,Lesson 1296,Lesson content,2024-06-13T16:49:21
1297,127,Lesson 1297,Lesson content,2024-03-24T05:10:42
1298,149,Lesson 1298,Lesson content,2024-07-18T17:10:00
1299,143,Lesson 1299,Lesson content,2024-03-29T08:57:32
1300,3,Lesson 1300,Lesson content,2024-06-07T06:54:07
1301,37,Lesson 1301,Lesson content,2024-02-13T19:47:45
1302,117,Lesson 1302,Lesson content,2024-10-22T16:51:01
1303,174,Lesson 1303,Lesson content,2024-05-02T01:18:16
1304,16,Lesson 1304,Lesson content,2024-02-18T00:10:44
1305,142,Lesson 1305,Lesson content,2024-06-29T22:31:06
1306,9,Lesson 1306,Lesson content,2024-02-12T20:13:16
1307,7,Lesson 1307,Lesson content,2024-07-20T20:12:43
1308,142,Lesson 1308,Lesson content,2024-02-22T18:47:42
1309,134,Lesson 1309,Lesson content,2024-07-11T13:20:24
1310,15,Lesson 1310,Lesson content,2024-10-23T00:54:20
1311,180,Lesson 1311,Lesson content,2024-05-20T07:05:53
1312,72,Lesson 1312,Lesson content,2024-09-30T16:34:05
1313,162,Lesson 1313,Lesson content,2024-04-21T22:52:58
1314,104,Lesson 1314,Lesson content,2024-08-04T08:50:51
1315,129,Lesson 1315,Lesson content,2024-10-07T10:48:02
1316,96,Lesson 1316,Lesson content,2024-01-16T18:29:57
1317,122,Lesson 1317,Lesson content,2024-02-01T22:36:23
1318,115,Lesson 1318,Lesson content,2024-05-07T10:15:26
1319,197,Lesson 1319,Lesson content,2024-07-10T17:44:12
1320,148,Lesson 1320,Lesson content,2024-02-14T22:36:46
1321,80,Lesson 1321,Lesson content,2024-05-29T10:25:11
1322,7,Lesson 1322,Lesson content,2024-04-20T03:27:00
1323,135,Lesson 1323,Lesson content,2024-06-26T11:02:35
1324,50,Lesson 1324,Lesson content,2024-08-21T04:02:08
1325,130,Lesson 1325,Lesson content,2024-10-12T21:38:34
1326,47,Lesson 1326,Lesson content,2024-05-01T04:06:54
1327,14,Lesson 1327,Lesson content,2024-09-23T19:44:16
1328,31,Lesson 1328,Lesson content,2024-11-22T15:31:43
1329,50,Lesson 1329,Lesson content,2024-06-21T09:58:07
1330,189,Lesson 1330,Lesson content,2024-03-28T17:17:34
1331,41,Lesson 1331,Lesson content,2024-08-03T02:52:13
1332,14,Lesson 1332,Lesson content,2024-06-07T04:08:43
1333,133,Lesson 1333,Lesson content,2024-04-22T20:29:19
1334,5,Lesson 1334,Lesson content,2024-11-28T04:35:09
1335,192,Lesson 1335,Lesson content,2024-06-15T04:53:30
1336,157,Lesson 1336,Lesson content,2024-03-14T07:36:12
1337,5,Lesson 1337,Lesson content,2024-11-28T17:42:36
1338,113,Lesson 1338,Lesson content,2024-01-28T00:48:15
1339,118,Lesson 1339,Lesson content,2024-12-13T11:43:03
1340,96,Lesson 1340,Lesson content,2024-11-22T15:13:52
1341,36,Lesson 1341,Lesson content,2024-11-07T15:14:57
1342,79,Lesson 1342,Lesson content,2024-07-03T17:37:44
1343,19,Lesson 1343,Lesson content,2024-12-30T16:52:43
1344,192,Lesson 1344,Lesson content,2024-09-20T17:57:38
1345,22,Lesson 1345,Lesson content,2024-05-22T16:48:07
1346,162,Lesson 1346,Lesson content,2024-03-10T15:10:18
1347,56,Lesson 1347,Lesson content,2024-01-05T23:10:21
1348,17,Lesson 1348,Lesson content,2024-09-18T19:36:59
1349,184,Lesson 1349,Lesson content,2024-07-09T22:29:41
1350,17,Lesson 1350,Lesson content,2024-09-18T00:23:02
1351,146,Lesson 1351,Lesson content,2024-02-10T20:16:22
1352,173,Lesson 1352,Lesson content,2024-06-02T22:26:02
1353,78,Lesson 1353,Lesson content,2024-06-19T02:59:59
1354,56,Lesson 1354,Lesson content,2024-07-21T23:33:59
1355,80,Lesson 1355,Lesson content,2024-09-12T18:06:52
1356,50,Lesson 1356,Lesson content,2024-09-19T17:36:39
1357,58,Lesson 1357,Lesson content,2024-02-03T00:18:45
1358,18,Lesson 1358,Lesson content,2024-02-16T07:11:27
1359,135,Lesson 1359,Lesson content,2024-02-25T16:16:57
1360,76,Lesson 1360,Lesson content,2024-06-02T07:54:34
1361,10,Lesson 1361,Lesson content,2024-06-04T14:05:20
1362,69,Lesson 1362,Lesson content,2024-09-26T22:12:55
1363,85,Lesson 1363,Lesson content,2024-08-17T08:23:32
1364,131,Lesson 1364,Lesson content,2024-02-09T12:07:09
1365,83,Lesson 1365,Lesson content,2024-10-14T22:38:54
1366,109,Lesson 1366,Lesson content,2024-12-25T08:19:50
1367,44,Lesson 1367,Lesson content,2024-12-12T14:01:42
1368,198,Lesson 1368,Lesson content,2024-03-06T12:36:51
1369,142,Lesson 1369,Lesson content,2024-01-26T03:08:41
1370,132,Lesson 1370,Lesson content,2024-05-21T06:01:22
1371,18,Lesson 1371,Lesson content,2024-03-18T07:37:10
