activity_id,user_id,lesson_id,activity_type,activity_time
40468,6442,1599,view,2024-10-30T15:14:09
40469,4123,1194,view,2024-03-04T10:47:27
40470,6545,1165,view,2024-06-11T09:26:54
40471,450,952,view,2024-11-13T20:30:23
40472,1185,1630,view,2024-05-18T06:53:01
40473,565,671,view,2024-11-05T18:29:58
40474,3295,1075,view,2024-11-11T18:07:53
40475,816,986,view,2024-09-07T10:36:35
40476,8997,270,view,2024-10-26T14:59:18
40477,3932,125,view,2024-06-16T14:15:08
40478,9773,126,view,2024-05-12T18:07:44
40479,6101,1053,complete,2024-03-11T05:32:40
40480,5614,1583,view,2024-08-09T09:26:19
40481,3034,1937,view,2024-03-27T12:11:47
40482,5383,281,complete,2024-12-20T14:35:01
40483,1193,99,view,2024-09-16T06:44:24
40484,6985,1530,view,2024-05-26T04:32:56
40485,346,810,view,2024-07-04T21:36:09
40486,4070,1443,view,2024-05-20T13:34:20
40487,5994,1850,complete,2024-05-30T21:01:11
40488,1403,1931,view,2024-03-10T10:01:43
40489,6373,1140,view,2024-06-25T10:09:09
40490,7426,1500,view,2024-05-23T15:06:35
40491,6017,1797,complete,2024-10-22T19:01:21
40492,3885,88,view,2024-04-07T19:09:32
40493,9388,56,view,2024-05-12T10:48:42
40494,8612,1000,complete,2024-09-18T20:05:20
40495,2218,191,view,2024-11-16T09:00:24
40496,4543,1217,view,2024-04-10T09:00:07
40497,2319,410,view,2024-01-06T09:20:01
40498,9080,47,view,2024-04-01T00:26:19
40499,2139,1884,view,2024-10-29T13:33:50
40500,9474,1864,complete,2024-04-28T10:21:02
40501,9352,789,view,2024-08-14T20:38:13
40502,7574,931,view,2024-09-03T04:19:49
40503,6971,682,view,2024-07-17T03:06:07
40504,615,1253,view,2024-10-20T14:17:59
40505,9718,901,view,2024-08-10T07:18:24
40506,7187,174,view,2024-04-05T20:21:30
40507,3968,443,view,2024-08-22T23:32:04
40508,2804,801,view,2024-06-23T08:25:59
40509,5512,1852,complete,2024-05-20T07:04:56
40510,3590,1883,view,2024-08-28T20:26:51
40511,8238,77,view,2024-05-19T01:05:22
40512,5957,1257,view,2024-05-07T20:41:38
40513,1844,85,view,2024-04-01T23:43:08
40514,2618,882,complete,2024-06-04T01:50:28
40515,5503,1218,view,2024-09-12T00:54:40
40516,8260,1479,view,2024-04-25T21:16:38
40517,1853,761,view,2024-09-01T00:55:34
40518,2242,1685,view,2024-12-30T17:03:54
40519,903,1844,view,2024-03-06T19:57:06
40520,9780,1058,view,2024-03-11T08:56:01
40521,4659,1132,view,2024-09-23T08:29:03
40522,1489,1252,complete,2024-01-20T01:35:41
40523,2157,942,view,2024-11-28T10:51:08
40524,4835,132,view,2024-08-12T14:54:26
40525,128,1385,view,2024-04-11T18:03:05
40526,7532,1822,view,2024-06-19T02:46:29
40527,9614,1191,complete,2024-01-14T01:25:15
40528,3210,1773,view,2024-05-08T19:36:25
40529,7129,344,complete,2024-04-09T19:46:44
40530,3173,1889,view,2024-12-09T20:53:49
40531,1138,983,view,2024-04-10T23:03:51
40532,2886,59,view,2024-07-11T04:34:35
40533,7541,994,view,2024-12-02T04:01:13
40534,1660,1292,view,2024-06-03T11:00:55
40535,6803,1688,view,2024-05-19T01:16:36
40536,5467,149,view,2024-07-14T20:40:12
40537,2986,548,view,2024-12-06T07:53:06
40538,944,697,complete,2024-10-02T05:35:56
40539,4561,1925,complete,2024-09-28T04:38:30
40540,8452,1771,view,2024-03-19T00:24:17
40541,5257,1969,view,2024-08-25T00:43:30
40542,1572,101,complete,2024-09-13T22:15:40
40543,8341,183,view,2024-10-24T22:42:03
40544,9572,622,view,2024-10-01T22:17:11
40545,4420,111,view,2024-11-27T17:14:23
40546,7671,490,view,2024-01-05T08:07:30
40547,7408,1785,view,2024-01-27T10:23:08
40548,8247,85,complete,2024-08-06T08:02:15
40549,7558,645,complete,2024-10-09T22:37:36
40550,5054,1731,view,2024-09-11T09:35:06
40551,614,181,complete,2024-06-30T22:45:57
40552,6478,773,view,2024-05-29T13:18:03
40553,6219,1680,complete,2024-10-27T00:20:23
40554,7381,1044,view,2024-09-25T10:45:59
40555,6272,123,complete,2024-12-05T08:23:27
40556,8487,150,view,2024-08-23T14:40:28
40557,3955,185,view,2024-03-04T20:06:29
40558,58,1043,complete,2024-11-20T05:05:49
40559,4247,1539,view,2024-06-22T07:35:06
40560,2521,42,view,2024-01-25T05:57:11
40561,1692,1421,view,2024-04-15T20:26:21
40562,3411,1308,complete,2024-11-29T01:38:55
40563,3515,614,view,2024-04-03T04:55:53
40564,4123,901,view,2024-07-17T14:59:23
40565,464,1832,complete,2024-07-28T18:47:02
40566,7274,1512,view,2024-05-08T14:38:52
40567,6583,201,view,2024-12-17T08:25:07
40568,6219,698,view,2024-10-07T15:59:57
40569,380,1768,view,2024-02-26T23:45:36
40570,4038,741,complete,2024-12-02T09:05:49
40571,8380,267,complete,2024-12-04T02:33:33
40572,3240,1182,view,2024-07-20T17:46:55
40573,8169,1309,view,2024-06-24T01:14:13
40574,3388,119,view,2024-01-25T09:07:47
40575,7244,872,complete,2024-11-26T14:35:16
40576,8870,549,complete,2024-12-06T05:02:48
40577,6923,1763,view,2024-05-17T03:55:14
40578,4322,488,view,2024-10-25T18:29:23
40579,8704,663,complete,2024-09-24T19:38:58
40580,276,1833,view,2024-07-20T01:22:05
40581,9639,565,complete,2024-03-31T14:55:08
40582,6675,279,view,2024-04-15T09:48:42
40583,719,964,view,2024-09-09T23:50:38
40584,1776,590,view,2024-09-08T21:25:57
40585,6577,833,view,2024-10-29T05:43:14
40586,1257,275,complete,2024-04-13T12:05:09
40587,8685,1456,view,2024-03-28T06:27:01
40588,6459,845,view,2024-01-10T13:46:44
40589,7043,1244,view,2024-02-21T01:14:16
40590,7417,1802,view,2024-11-15T14:37:50
40591,2249,603,view,2024-08-14T09:58:47
40592,7650,1700,view,2024-08-28T17:39:14
40593,5683,105,view,2024-09-24T15:30:24
40594,7191,1068,view,2024-09-14T04:38:47
40595,4094,1364,view,2024-06-30T00:49:04
40596,5145,740,view,2024-12-14T23:27:18
40597,9810,663,complete,2024-10-05T09:07:09
40598,4382,1422,view,2024-04-03T05:32:16
40599,4937,1016,complete,2024-08-01T06:07:21
40600,1668,390,view,2024-05-03T11:13:44
40601,4235,730,complete,2024-04-30T16:13:52
40602,9695,1202,view,2024-04-14T23:32:06
40603,4475,441,view,2024-12-04T23:32:51
40604,789,340,view,2024-11-25T00:56:44
40605,6191,1371,view,2024-03-09T15:19:49
40606,1412,333,view,2024-11-07T21:40:08
40607,6259,1878,complete,2024-04-18T20:34:47
40608,7748,1919,view,2024-01-24T13:39:08
40609,6372,47,view,2024-03-01T12:30:35
40610,8759,801,view,2024-08-26T22:55:28
40611,6617,2000,complete,2024-12-14T08:38:12
40612,5679,525,view,2024-10-25T19:16:11
40613,6062,1604,view,2024-04-10T19:01:27
40614,6165,1263,view,2024-11-14T12:10:09
40615,7721,421,view,2024-12-10T17:17:22
40616,8114,1316,view,2024-07-27T00:19:07
40617,1206,976,view,2024-10-23T23:04:19
40618,2745,1691,view,2024-01-03T21:03:05
40619,1667,514,view,2024-04-27T02:35:13
40620,7316,473,complete,2024-09-28T10:01:50
40621,1918,436,complete,2024-06-13T18:52:05
40622,920,1498,complete,2024-07-19T05:23:00
40623,6338,524,view,2024-07-22T22:49:34
40624,8311,1041,view,2024-05-29T14:39:23
40625,4044,346,view,2024-09-29T20:46:32
40626,5949,1661,view,2024-10-08T04:16:45
40627,3664,1255,view,2024-12-11T14:16:09
40628,8755,1234,view,2024-08-31T19:51:52
40629,5730,1500,view,2024-08-28T19:44:20
40630,5086,825,view,2024-10-03T05:17:17
40631,2199,1822,view,2024-08-04T16:39:12
40632,5675,1171,view,2024-09-04T02:28:29
40633,1436,1721,view,2024-08-29T11:42:38
40634,6506,274,view,2024-01-19T03:51:04
40635,4533,1894,view,2024-07-28T10:17:36
40636,7431,121,complete,2024-10-03T13:57:14
40637,9407,1951,view,2024-06-24T07:09:32
40638,1264,441,complete,2024-06-04T13:34:12
40639,8519,1475,view,2024-03-18T10:11:55
40640,5739,586,view,2024-12-11T00:17:06
40641,9128,17,complete,2024-12-14T10:04:11
40642,5986,1415,complete,2024-11-22T11:56:05
40643,2664,1908,view,2024-04-09T00:13:37
40644,485,1705,view,2024-12-30T07:40:52
40645,264,384,view,2024-09-12T05:16:03
40646,3276,1785,view,2024-03-08T14:43:10
40647,3651,34,view,2024-07-08T09:07:57
40648,8579,855,view,2024-03-05T07:06:37
40649,5947,1800,view,2024-04-29T08:38:12
40650,1090,753,complete,2024-06-19T13:36:21
40651,2158,21,view,2024-11-08T17:09:22
40652,9155,1333,view,2024-06-29T17:22:30
40653,2460,426,view,2024-02-10T05:37:05
40654,6472,398,view,2024-02-13T06:37:58
40655,4638,1138,view,2024-05-16T07:07:00
40656,1675,1193,view,2024-06-21T23:43:01
40657,4344,282,view,2024-08-01T13:09:59
40658,5066,1507,view,2024-06-26T03:11:45
40659,6055,1108,view,2024-03-16T03:49:09
40660,7550,341,view,2024-07-05T13:53:19
40661,6000,1252,view,2024-10-30T17:13:15
40662,9232,1702,view,2024-07-27T13:21:33
40663,7727,1665,view,2024-02-03T00:58:38
40664,5287,511,view,2024-05-12T13:52:01
40665,7656,1670,view,2024-12-11T08:21:43
40666,1955,629,view,2024-06-06T22:07:34
40667,6591,1658,view,2024-02-17T14:39:28
40668,6361,1340,view,2024-11-21T19:04:52
40669,4972,1788,view,2024-12-09T00:22:13
40670,5809,1024,view,2024-06-05T18:21:26
40671,147,691,view,2024-03-01T22:02:20
40672,9202,1932,view,2024-01-26T05:38:09
40673,8417,1817,view,2024-10-14T14:28:03
40674,4156,1245,view,2024-07-08T19:50:19
40675,6150,1295,view,2024-03-23T04:30:46
40676,2726,715,view,2024-05-26T20:00:55
40677,1817,1103,view,2024-12-28T02:39:57
40678,5022,544,view,2024-07-02T23:20:22
40679,5308,1658,view,2024-11-24T01:35:08
40680,3128,803,view,2024-02-03T07:44:40
40681,5387,229,view,2024-04-01T02:08:08
40682,8217,833,view,2024-10-15T04:25:53
40683,6840,1909,view,2024-07-23T21:02:06
40684,9191,875,view,2024-10-07T14:08:55
40685,5848,78,view,2024-07-11T08:01:35
40686,2329,518,view,2024-03-17T16:43:31
40687,5616,656,view,2024-01-25T11:43:45
40688,5638,1185,view,2024-04-23T07:26:04
40689,6746,1336,view,2024-01-08T18:54:10
40690,2327,429,view,2024-09-28T08:20:26
40691,4434,85,view,2024-09-05T11:26:31
40692,3831,1430,view,2024-03-24T16:36:39
40693,6689,1036,view,2024-12-17T18:42:17
40694,9402,770,view,2024-01-30T06:29:18
40695,5892,841,view,2024-08-09T01:00:16
40696,8298,440,complete,2024-09-25T07:05:10
40697,3631,1515,complete,2024-11-23T13:48:04
40698,5629,216,complete,2024-02-15T13:56:44
40699,1300,614,view,2024-06-03T11:46:49
40700,1116,1514,view,2024-06-14T02:47:49
40701,3941,1518,view,2024-06-10T07:43:40
40702,9648,500,view,2024-12-02T18:16:09
40703,586,395,view,2024-10-27T21:28:15
40704,8191,1122,view,2024-10-05T23:16:59
40705,4976,1881,view,2024-02-16T17:09:54
40706,8879,1873,view,2024-06-13T17:48:38
40707,2324,1848,view,2024-03-06T20:56:10
40708,781,1196,view,2024-04-30T16:04:17
40709,3410,1947,complete,2024-10-17T00:02:56
40710,4593,840,view,2024-09-18T21:12:36
40711,9560,1158,view,2024-09-13T16:58:52
40712,1680,518,complete,2024-06-03T05:22:09
40713,8124,1744,view,2024-08-27T17:55:20
40714,2941,1122,complete,2024-10-08T07:42:54
40715,1054,1814,complete,2024-07-30T20:48:15
40716,4180,1292,view,2024-07-22T00:06:46
40717,4952,1237,view,2024-10-07T18:39:47
40718,3635,255,view,2024-08-12T03:43:48
40719,6513,903,view,2024-09-06T17:39:10
40720,250,583,view,2024-10-11T09:25:38
40721,3713,1014,complete,2024-06-16T14:37:25
40722,4646,1763,view,2024-07-05T05:26:15
40723,942,924,view,2024-12-07T17:11:01
40724,5464,688,view,2024-12-24T06:38:12
40725,6209,279,view,2024-06-01T17:41:51
40726,9616,1515,view,2024-03-07T21:53:04
40727,7225,270,complete,2024-12-29T09:28:17
40728,3699,981,complete,2024-10-13T01:08:55
40729,6603,1909,view,2024-01-30T12:20:24
40730,7073,1794,view,2024-07-14T00:55:17
40731,847,1084,view,2024-02-23T19:59:46
40732,4671,793,view,2024-03-10T23:11:01
40733,7144,1080,complete,2024-05-01T04:14:27
40734,3306,1004,view,2024-06-29T08:55:11
40735,1199,1345,view,2024-08-09T04:06:16
40736,8411,1857,view,2024-09-01T08:17:27
40737,3091,1684,view,2024-09-01T15:59:21
40738,375,1934,view,2024-03-11T10:17:07
40739,8233,1642,view,2024-02-18T22:01:13
40740,6856,696,view,2024-04-10T01:19:00
40741,5595,1665,view,2024-07-10T20:44:30
40742,4955,818,view,2024-06-06T05:11:08
40743,2699,1136,view,2024-09-10T07:26:34
40744,1144,1762,complete,2024-12-11T13:16:28
40745,2350,309,view,2024-12-26T13:15:47
40746,8001,554,view,2024-08-02T09:27:23
40747,3122,767,complete,2024-06-13T12:18:39
40748,8685,331,view,2024-06-19T20:43:37
40749,4348,575,view,2024-01-17T11:20:18
40750,8688,469,view,2024-09-23T18:48:32
40751,2530,1199,view,2024-06-26T00:47:18
40752,8445,380,view,2024-02-09T19:22:10
40753,1799,845,view,2024-06-01T09:38:47
40754,5843,859,complete,2024-11-23T00:58:07
40755,8000,855,view,2024-06-21T02:12:01
40756,4348,1593,view,2024-02-05T17:31:23
40757,10000,204,view,2024-09-04T17:20:03
40758,256,286,complete,2024-04-13T22:51:59
40759,7799,1228,view,2024-07-20T11:41:10
40760,9287,1606,view,2024-09-15T11:44:49
40761,2942,665,view,2024-08-09T16:04:15
40762,4282,921,view,2024-05-19T12:59:11
40763,921,1438,complete,2024-06-27T17:52:41
40764,6943,999,view,2024-08-24T18:40:19
40765,7664,719,view,2024-02-24T17:41:04
40766,161,332,complete,2024-05-09T16:56:32
40767,1260,576,view,2024-06-26T03:11:59
40768,2210,587,view,2024-07-27T11:07:20
40769,5001,1901,complete,2024-05-23T22:15:56
40770,275,1911,view,2024-09-25T16:33:55
40771,9720,596,view,2024-03-08T00:07:52
40772,1761,1759,complete,2024-03-15T16:11:32
40773,5280,69,complete,2024-05-02T12:11:22
40774,3084,1030,view,2024-02-28T18:32:15
40775,333,1827,view,2024-08-20T02:33:09
40776,2634,1900,view,2024-07-14T06:01:10
40777,5269,1685,view,2024-01-22T10:08:08
40778,7968,1838,view,2024-01-11T01:20:17
40779,368,1479,view,2024-10-31T22:06:21
40780,6998,1360,view,2024-08-28T20:57:13
40781,1964,1154,view,2024-03-14T10:36:51
40782,6564,455,view,2024-04-23T12:33:55
40783,1936,61,complete,2024-10-21T13:24:29
40784,1421,759,view,2024-01-28T06:08:34
40785,8118,676,complete,2024-03-27T11:45:35
40786,9587,692,view,2024-10-28T21:05:53
40787,7642,1208,view,2024-06-20T10:51:37
40788,3082,49,view,2024-04-02T21:17:24
40789,3715,1692,view,2024-04-07T12:44:39
40790,1709,1548,complete,2024-05-12T11:27:08
40791,1260,1974,complete,2024-04-14T14:51:36
40792,7872,1568,view,2024-02-19T22:25:13
40793,6353,133,view,2024-04-21T01:15:49
40794,9861,18,complete,2024-07-04T18:22:53
40795,1590,1870,view,2024-11-19T05:38:50
40796,621,882,complete,2024-12-04T15:22:35
40797,6766,1734,view,2024-11-13T18:59:36
40798,9273,536,view,2024-10-20T15:29:50
40799,8150,1885,view,2024-02-07T05:42:44
40800,7678,934,view,2024-01-26T10:22:33
40801,7765,1345,view,2024-05-14T07:39:51
40802,2480,1987,complete,2024-12-06T03:06:55
40803,4517,1377,view,2024-05-02T05:06:46
40804,5387,1436,complete,2024-07-20T03:07:21
40805,2119,572,complete,2024-03-13T02:45:39
40806,150,420,view,2024-11-29T00:25:43
40807,4206,1195,view,2024-03-11T04:32:49
40808,1642,116,view,2024-01-26T17:09:42
40809,208,240,complete,2024-08-04T11:04:47
40810,2231,1562,complete,2024-02-13T23:47:15
40811,2368,1179,view,2024-11-17T00:57:45
40812,2995,596,complete,2024-08-07T17:32:38
40813,552,1344,view,2024-05-09T10:05:21
40814,3185,1173,view,2024-02-02T17:13:17
40815,5531,835,complete,2024-06-21T16:07:04
40816,6893,206,complete,2024-02-05T18:14:15
40817,9436,1610,view,2024-10-30T18:31:07
40818,6364,551,view,2024-08-22T10:31:40
40819,2231,59,view,2024-01-01T17:57:00
40820,5820,657,complete,2024-06-24T03:07:45
40821,3418,1754,view,2024-11-15T13:23:22
40822,2448,957,complete,2024-01-11T02:25:45
40823,6040,1469,view,2024-06-17T20:29:17
40824,3277,1083,view,2024-06-26T04:11:26
40825,2720,1801,view,2024-07-02T08:47:27
40826,584,1952,view,2024-09-10T15:53:02
40827,2292,904,view,2024-06-15T00:00:43
40828,2926,97,view,2024-09-16T05:15:27
40829,2421,1284,view,2024-08-23T05:44:03
40830,6685,238,view,2024-03-17T16:04:35
40831,1949,1386,view,2024-11-17T01:28:27
40832,5282,896,view,2024-12-04T01:38:23
40833,6035,528,view,2024-02-15T10:13:51
40834,5456,87,view,2024-03-22T08:59:02
40835,1567,753,view,2024-02-07T17:53:15
40836,2417,410,view,2024-11-04T02:33:59
40837,2422,1074,complete,2024-11-25T06:00:13
40838,379,527,view,2024-05-31T22:12:48
40839,8881,396,complete,2024-12-16T04:51:29
40840,87,317,view,2024-12-01T09:23:11
40841,9692,783,view,2024-04-25T15:06:00
40842,7270,171,complete,2024-05-01T10:42:20
40843,7498,383,view,2024-04-04T16:16:30
40844,9946,267,view,2024-08-02T23:20:08
40845,5567,911,view,2024-03-17T06:58:44
40846,9815,1676,view,2024-03-16T00:24:53
40847,4199,246,view,2024-06-04T10:34:43
40848,132,184,view,2024-12-11T12:41:26
40849,7669,1172,complete,2024-04-24T22:48:01
40850,9657,651,view,2024-03-03T15:54:44
40851,552,1401,view,2024-05-15T10:52:03
40852,9113,1226,complete,2024-05-05T04:55:42
40853,1031,1241,view,2024-01-04T03:39:25
40854,8670,1406,view,2024-11-28T03:30:18
40855,1643,312,view,2024-03-27T13:36:47
40856,4649,971,view,2024-05-20T02:22:53
40857,1760,893,complete,2024-04-05T01:57:16
40858,5077,989,view,2024-04-04T09:36:37
40859,6130,762,view,2024-09-26T15:57:07
40860,3658,255,view,2024-12-22T14:47:08
40861,2579,1724,complete,2024-10-13T12:08:21
40862,6980,30,view,2024-10-17T05:47:41
40863,8508,1689,complete,2024-10-08T08:15:15
40864,5986,1525,complete,2024-03-08T21:34:17
40865,3973,382,view,2024-11-12T15:37:00
40866,7750,588,view,2024-10-11T13:55:04
40867,4838,314,view,2024-02-04T09:18:30
40868,2147,378,view,2024-01-13T20:10:50
40869,452,544,view,2024-02-08T22:14:02
40870,3995,1071,complete,2024-03-03T07:56:01
40871,5249,961,view,2024-05-10T23:51:13
40872,5200,383,view,2024-04-26T11:21:51
40873,4185,508,view,2024-09-28T02:50:10
40874,9256,1147,view,2024-06-05T16:52:20
40875,9476,624,view,2024-06-24T05:03:21
40876,1931,1907,complete,2024-05-07T04:34:26
40877,2834,1914,complete,2024-10-25T18:04:55
40878,9335,599,view,2024-11-28T08:50:58
40879,4338,1484,complete,2024-08-19T08:55:18
40880,279,606,view,2024-01-27T19:13:13
40881,3436,1691,view,2024-04-23T11:49:03
40882,6375,1730,view,2024-08-12T23:41:20
40883,8303,1403,view,2024-08-16T15:40:03
40884,6225,1306,complete,2024-09-16T15:06:36
40885,6057,1701,view,2024-08-23T01:50:05
40886,3770,695,view,2024-05-19T02:20:35
40887,1515,1714,complete,2024-11-25T17:57:05
40888,8926,117,view,2024-08-09T16:37:31
40889,8776,1535,view,2024-10-23T07:20:19
40890,8518,675,view,2024-11-27T01:08:01
40891,5338,1468,complete,2024-10-20T19:47:35
40892,9049,1740,complete,2024-06-23T09:01:02
40893,5578,1799,view,2024-07-02T00:08:40
40894,1108,207,view,2024-01-17T10:03:43
40895,7559,1073,view,2024-03-31T06:48:07
40896,2693,1382,view,2024-02-07T00:11:32
40897,8455,75,view,2024-09-29T23:20:02
40898,2607,1551,view,2024-11-08T12:20:00
40899,1692,422,view,2024-07-05T10:45:07
40900,7451,1011,view,2024-01-01T17:21:47
40901,3156,1544,view,2024-05-19T22:56:34
40902,9146,471,view,2024-06-15T10:47:53
40903,2434,1485,view,2024-07-25T22:36:22
40904,8429,207,view,2024-09-12T12:30:36
40905,4626,1744,complete,2024-10-08T18:37:38
40906,9544,751,view,2024-02-18T21:54:20
40907,6943,657,view,2024-05-23T13:46:06
40908,3455,532,view,2024-08-02T07:41:44
40909,4757,812,complete,2024-03-17T04:29:57
40910,8858,1259,view,2024-03-13T11:20:07
40911,5169,1120,view,2024-01-16T23:11:54
40912,123,823,view,2024-01-27T00:14:26
40913,4952,1194,view,2024-12-15T03:00:57
40914,7524,1701,view,2024-04-13T04:59:59
40915,5668,1162,view,2024-11-07T07:34:00
40916,7249,706,view,2024-12-24T08:51:09
40917,8122,171,view,2024-03-25T01:01:27
40918,4208,345,view,2024-05-08T01:30:13
40919,4335,521,view,2024-04-29T01:52:13
40920,354,1725,view,2024-05-24T00:59:58
40921,2871,369,view,2024-05-30T19:42:23
40922,177,1969,complete,2024-11-08T11:29:29
40923,3189,1399,view,2024-12-21T03:10:18
40924,2969,1630,view,2024-12-01T15:13:50
40925,2248,239,view,2024-03-15T22:39:04
40926,2632,1974,view,2024-11-01T02:20:47
40927,5806,1670,view,2024-06-02T19:27:43
40928,4564,583,complete,2024-12-05T17:38:25
40929,3008,1691,view,2024-07-01T20:26:38
40930,545,494,view,2024-08-27T06:15:43
40931,6695,1272,complete,2024-07-17T04:16:13
40932,2627,1029,view,2024-07-19T05:54:06
40933,7477,1330,view,2024-09-23T14:15:56
40934,2527,720,view,2024-11-08T01:22:35
40935,7144,893,view,2024-03-30T11:57:22
40936,9127,684,view,2024-06-18T16:38:24
40937,9078,1753,view,2024-07-13T09:29:10
40938,8980,1407,complete,2024-06-17T09:16:04
40939,914,1964,view,2024-04-01T08:54:05
40940,3932,1824,view,2024-06-11T20:41:15
40941,4219,1152,view,2024-09-02T17:15:03
40942,7846,1143,view,2024-11-26T18:36:25
40943,9367,59,view,2024-11-19T06:31:41
40944,1725,1613,view,2024-04-26T14:59:53
40945,486,1917,view,2024-09-16T20:04:01
40946,3979,1436,view,2024-05-01T03:07:57
40947,8912,380,complete,2024-10-06T08:53:09
40948,7724,530,view,2024-04-30T04:04:34
40949,9446,670,complete,2024-12-14T15:42:06
40950,3879,184,view,2024-08-13T01:46:50
40951,8748,1595,view,2024-07-16T04:39:26
40952,8563,1927,view,2024-12-06T08:14:52
40953,9695,1925,view,2024-02-15T11:10:55
40954,3653,548,view,2024-01-12T18:57:27
40955,6517,784,view,2024-09-13T23:27:58
40956,9732,1731,view,2024-06-05T19:44:19
40957,6650,234,complete,2024-12-27T12:15:18
40958,474,631,view,2024-03-16T08:05:37
40959,878,1874,view,2024-10-18T21:20:14
40960,5244,31,view,2024-02-21T09:00:47
40961,1755,1672,view,2024-10-31T11:16:06
40962,2311,1867,view,2024-06-09T04:52:33
40963,5475,195,view,2024-11-29T18:31:02
40964,8756,1060,complete,2024-06-23T04:03:01
40965,1186,766,complete,2024-10-22T16:22:06
40966,3555,1340,view,2024-03-15T21:49:40
40967,1541,341,view,2024-08-07T05:52:04
40968,8156,1846,view,2024-02-24T05:19:20
40969,6704,193,view,2024-09-03T03:03:50
40970,1876,1492,view,2024-01-11T12:46:57
40971,591,1586,view,2024-05-26T09:57:40
40972,725,1482,view,2024-11-14T17:20:52
40973,4416,946,view,2024-10-02T14:53:10
40974,5737,198,complete,2024-10-31T14:16:36
40975,4123,1999,complete,2024-01-09T22:32:58
40976,9133,1379,view,2024-04-16T16:53:30
40977,687,682,complete,2024-02-24T14:31:25
40978,2741,1723,view,2024-12-02T22:08:14
40979,6578,101,view,2024-08-13T11:15:09
40980,6443,1806,view,2024-04-24T09:11:32
40981,9129,407,view,2024-02-27T00:28:32
40982,1327,805,complete,2024-08-27T05:26:46
40983,4141,704,view,2024-08-24T19:59:54
40984,5106,837,view,2024-12-01T11:00:57
40985,1117,365,complete,2024-02-24T10:10:15
40986,3582,522,view,2024-10-20T17:40:08
40987,8156,1548,view,2024-01-30T15:48:39
40988,8949,1237,complete,2024-02-04T18:56:43
40989,6355,752,view,2024-08-26T12:48:30
40990,7743,454,view,2024-11-18T03:34:23
40991,9668,1160,view,2024-03-08T22:22:15
40992,6395,1724,view,2024-04-13T10:37:12
40993,5301,198,view,2024-06-22T13:23:45
40994,922,477,view,2024-04-12T00:01:19
40995,8519,1163,complete,2024-03-23T12:26:36
40996,5035,199,view,2024-09-06T10:38:07
40997,720,1815,view,2024-10-22T15:00:54
40998,1971,218,view,2024-11-03T10:27:12
40999,7549,1567,view,2024-09-01T22:30:15
41000,9125,328,view,2024-05-12T12:11:54
41001,5421,256,view,2024-01-20T11:17:08
41002,907,1085,view,2024-06-16T07:58:04
41003,6834,468,complete,2024-08-21T19:31:24
41004,6689,1065,view,2024-09-14T18:08:47
41005,834,256,view,2024-07-06T16:49:11
41006,3834,427,complete,2024-07-29T07:05:59
41007,1165,148,view,2024-12-15T09:28:09
41008,4871,1101,view,2024-03-06T19:42:24
41009,8227,1581,view,2024-01-24T04:56:32
41010,2323,1156,view,2024-08-11T15:19:26
41011,4706,856,view,2024-08-12T20:55:03
41012,4770,69,view,2024-10-13T13:22:11
41013,7066,285,complete,2024-03-21T09:49:31
41014,1754,79,view,2024-07-14T04:56:22
41015,5731,1364,view,2024-07-05T11:08:39
41016,8383,1614,view,2024-02-22T04:36:24
41017,9482,719,complete,2024-12-05T18:12:54
41018,3038,1092,view,2024-02-16T02:03:15
41019,6626,1978,view,2024-02-06T15:51:58
41020,4711,1857,view,2024-02-23T18:01:23
41021,457,484,view,2024-12-27T14:01:54
41022,639,1852,complete,2024-01-08T04:37:32
41023,1697,1631,view,2024-03-24T16:53:24
41024,2935,1813,view,2024-07-17T16:28:19
41025,71,1297,view,2024-02-28T15:38:49
41026,2960,331,view,2024-10-07T21:36:10
41027,6878,1644,view,2024-08-17T22:15:47
41028,6354,311,view,2024-08-26T21:58:29
41029,4288,1657,view,2024-07-15T05:32:51
41030,188,691,view,2024-03-15T13:17:12
41031,7283,1809,view,2024-08-16T04:06:47
41032,3598,146,complete,2024-10-20T20:59:52
41033,2013,251,view,2024-11-14T16:57:55
41034,4005,1800,view,2024-08-19T09:22:48
41035,3283,318,view,2024-12-07T21:08:42
41036,2950,939,view,2024-11-19T22:28:53
41037,3653,929,view,2024-12-22T00:51:15
41038,5778,916,complete,2024-01-16T21:34:20
41039,3944,1739,view,2024-02-10T17:18:50
41040,635,1988,view,2024-05-23T08:05:01
41041,4690,1114,complete,2024-12-11T03:56:43
41042,7901,1663,view,2024-01-02T00:02:11
41043,1331,1026,view,2024-10-30T07:30:05
41044,6541,168,view,2024-09-15T19:58:24
41045,9619,931,complete,2024-10-30T00:59:53
41046,8773,76,view,2024-09-20T03:22:32
41047,8729,1480,view,2024-05-22T17:49:50
41048,5725,146,view,2024-08-29T10:27:54
41049,5337,1130,complete,2024-05-15T16:25:31
41050,5795,313,view,2024-04-25T18:10:58
41051,6836,1448,view,2024-07-09T07:47:40
41052,192,1838,complete,2024-06-14T08:51:05
41053,1667,1473,view,2024-01-31T12:50:35
41054,8228,64,complete,2024-06-17T18:32:48
41055,5692,387,complete,2024-08-05T00:29:49
41056,8312,1905,view,2024-10-19T00:58:12
41057,6407,1019,view,2024-01-24T15:43:45
41058,3668,1583,complete,2024-10-07T19:51:40
